region,timezone,language,package,hours_use,sum_length,is_paid
MK,2,en,GPU_3A,0,10,0
RU,3,ru,CPU_1,2,100,0
CA,-5,en,GPU_3A,13,263,1
IN,5,en,CPU_1,5,34,0
IN,5,en,GPU_3A,1,113,0
US,-8,en,GPU_7A,4,0,1
TH,7,en,GPU_1,13,65,1
CY,8,de,GPU_3A,0,55,0
DE,2,de,CPU_1,2,27,0
IN,5,en,GPU_3A,9,50,1
VN,7,en,GPU_3A,0,21,1
PL,2,pl,GPU_4A,3,28,1
US,-4,en,GPU_4A,2,56,1
CZ,2,en,GPU_5A,28,38,1
VN,7,vi,GPU_3A,3,78,1
IN,5,en,GPU_4A,2,26,0
NG,1,en,GPU_3A,0,27,0
AU,10,en,GPU_3A,1,32,0
IT,2,it,GPU_6,1,19,1
VN,7,en,GPU_3A,1,24,0
ZA,2,en,GPU_3A,0,34,1
KR,9,ko,GPU_4A,1,26,0
VN,7,vi,GPU_1,2,10,1
CA,-8,en,GPU_4A,1,42,1
US,-5,en,GPU_3A,1,57,1
US,-8,en,GPU_3A,12,113,1
GE,4,en,GPU_3A,0,57,0
GB,0,en,GPU_4A,1,101,0
HK,8,en,GPU_4A,1,2,1
MA,1,fr,CPU_1,0,105,0
VN,7,vi,GPU_6,1,33,1
TW,8,en,GPU_1,1,66,1
DE,1,de,GPU_5P,1,33,1
NL,1,en,GPU_3A,0,39,1
VN,7,vi,GPU_1,3,26,1
GB,0,en,GPU_5P,2,50,1
IT,2,it,GPU_3A,11,98,1
BE,1,fr,GPU_3A,0,177,1
SK,1,en,GPU_3A,1,14,1
VN,7,en,GPU_4A,0,23,0
VN,7,en,GPU_3A,1,133,0
LK,5,en,GPU_3A,2,72,0
DK,1,en,GPU_3A,1,11,0
VN,7,vi,GPU_3A,0,55,1
VN,7,en,CPU_1,1,16,1
VN,7,vi,CPU_1,15,77,1
ID,7,id,GPU_3A,1,72,0
CN,8,zh,GPU_4A,0,29,1
VN,7,en,GPU_3A,1,40,1
VN,7,en,GPU_1,0,0,0
ES,2,es,GPU_8A,0,25,1
US,-7,en,GPU_5P,1,51,1
VN,7,vi,GPU_3A,1,73,0
VN,7,vi,GPU_3A,0,17,1
GR,2,en,GPU_3A,0,67,1
VN,7,en,GPU_3A,0,10,0
VN,7,vi,CPU_1,2,91,1
RS,1,en,GPU_8A,0,40,1
VN,7,en,GPU_3A,1,11,1
QA,3,en,GPU_3A,0,28,0
FR,2,fr,GPU_3A,8,255,1
ES,1,es,GPU_5,2,10,1
SG,8,en,GPU_4A,0,212,1
US,-5,en,CPU_1,3,9,1
PL,2,pl,GPU_3A,0,25,0
AZ,4,en,GPU_3A,1,196,1
IN,5,en,GPU_3A,3,39,1
KR,9,ko,GPU_4A,9,46,1
US,-7,en,GPU_5A,0,9,1
FR,1,en,GPU_1,3,25,0
SK,1,sk,CPU_1,0,0,1
DE,2,de,GPU_3A,1,44,1
VN,7,vi,GPU_8A,2,53,1
IN,5,en,GPU_1,3,2,0
US,-8,en,GPU_9A,1,40,1
FR,1,fr,GPU_4A,4,292,1
US,-4,en,GPU_3A,1,27,0
VN,7,vi,CPU_1,0,37,0
IN,5,en,GPU_5A,1,47,1
VN,7,en,GPU_3A,0,38,1
ES,2,es,CPU_1,5,19,1
KR,9,ko,GPU_5P,1,48,1
US,-8,en,GPU_8A,1,17,1
EG,2,en,GPU_5P,0,48,0
IN,5,en,GPU_4P,1,44,0
TG,0,fr,GPU_9A,2,43,1
BR,-3,pt,GPU_4A,1,49,1
IN,5,en,GPU_5,1,9,1
TR,3,tr,GPU_3A,0,55,0
AM,4,ru,GPU_3A,3,116,1
VN,7,vi,GPU_3A,1,41,0
FR,0,fr,GPU_5P,0,194,1
BR,-3,pt,GPU_3A,0,11,0
KR,9,ko,GPU_4A,1,58,1
US,-8,en,GPU_3A,1,24,1
UA,3,ru,GPU_3A,1,23,0
DE,2,en,GPU_3A,1,51,1
KR,9,ko,GPU_9A,15,81,1
US,-8,en,GPU_9A,2,42,1
VN,7,vi,GPU_3A,0,31,0
PL,1,pl,GPU_3A,1,67,1
IT,1,it,GPU_3A,0,26,1
BR,-3,pt,GPU_3A,0,4,1
CH,2,en,GPU_3A,0,51,1
KR,9,ko,GPU_5A,0,70,1
GB,1,en,GPU_3A,1,88,1
TR,3,en,GPU_3A,0,33,0
US,-7,en,GPU_6,0,16,1
RU,3,ru,GPU_3A,0,26,0
US,-4,en,GPU_5A,0,10,1
IT,1,it,GPU_3A,0,35,1
VN,7,vi,CPU_1,1,43,0
GB,1,en,GPU_4A,10,9,1
DO,-4,es,GPU_3A,1,27,0
US,-4,ht,GPU_4A,0,25,0
VN,7,vi,GPU_3A,2,46,1
IL,2,en,GPU_8A,29,71,1
DE,2,de,GPU_3A,2,119,1
DE,1,de,GPU_3A,0,22,0
US,2,he,GPU_6,1,6,1
VN,7,en,CPU_1,3,32,1
US,-7,en,GPU_3A,0,25,1
DE,1,de,GPU_3A,0,131,1
AU,11,en,GPU_3A,0,289,1
MX,-6,es,GPU_1,0,9,0
VN,7,vi,GPU_3A,2,24,1
VN,7,en,CPU_1,0,32,0
VN,7,vi,GPU_8A,8,133,1
JP,9,ja,GPU_3A,2,55,1
BR,-3,en,GPU_4A,10,30,1
ES,2,es,GPU_4A,0,31,0
US,4,en,GPU_4A,1,26,1
UA,3,ru,GPU_3A,1,55,0
US,2,da,GPU_5P,0,46,0
BR,-3,pt,GPU_3A,8,72,1
RO,3,en,GPU_8A,1,49,1
GB,3,en,GPU_5A,5,131,1
IN,5,en,GPU_1,3,96,1
IT,2,it,GPU_7A,1,68,1
CA,-5,en,CPU_1,60,26,1
VN,7,vi,GPU_1,0,26,1
ES,2,es,GPU_3A,1,56,0
FR,1,fr,GPU_8A,1,35,1
RU,3,en,GPU_1,1,13,0
VN,7,vi,GPU_3A,2,26,0
PT,0,pt,GPU_3A,1,39,1
VN,7,en,GPU_4A,1,34,1
DE,2,en,CPU_1,0,10,0
RO,2,en,GPU_3A,1,139,1
HR,2,hr,GPU_4A,1,33,1
IT,1,en,GPU_3A,0,73,1
CR,-6,en,GPU_1,3,2,0
IT,2,it,GPU_5P,4,60,1
VN,7,vi,CPU_1,2,26,1
VN,7,vi,GPU_3A,2,17,0
IN,5,en,GPU_3A,2,99,1
US,-4,en,GPU_3A,2,32,0
IT,2,it,GPU_3A,0,17,1
VN,7,vi,GPU_3A,1,146,0
RU,7,ru,GPU_3A,2,183,1
VN,7,vi,CPU_1,0,12,1
DE,1,de,GPU_3A,3,72,1
US,-5,en,GPU_5A,0,10,1
DE,1,en,GPU_3A,0,61,1
IN,5,en,GPU_3A,6,96,1
HU,1,hu,GPU_1,1,38,0
SR,-3,en,GPU_3A,0,44,0
VN,7,vi,GPU_4A,0,29,1
LK,5,en,GPU_3A,1,13,0
GB,1,en,GPU_3A,1,55,0
VN,7,vi,GPU_4A,1,68,0
TW,8,zh,GPU_3A,0,4,0
RO,2,en,GPU_3A,2,41,1
TR,3,tr,GPU_3A,0,39,0
MY,8,en,GPU_9A,5,88,1
FR,1,fr,GPU_4A,1,37,0
RU,2,ru,GPU_4A,0,24,0
US,-8,en,GPU_3A,2,21,1
BR,-3,pt,GPU_3A,2,127,1
US,-4,en,GPU_5A,0,9,1
US,-7,en,GPU_4A,10,29,1
US,0,en,GPU_8A,7,25,1
CA,-7,en,GPU_3A,1,86,0
IT,1,it,GPU_1,3,69,1
RU,3,ru,GPU_5P,0,38,1
CA,-8,en,GPU_3A,16,162,1
US,-7,en,GPU_7A,1,21,1
LK,5,en,CPU_1,1,71,0
US,-5,en,GPU_3A,1,62,0
MX,-5,en,GPU_3A,2,119,1
GE,4,en,GPU_3A,2,51,0
ID,7,en,GPU_9A,0,47,0
NZ,13,en,GPU_3A,4,357,1
VN,7,en,GPU_3A,0,8,0
BR,-3,pt,GPU_3A,1,27,1
AU,10,en,GPU_5P,3,51,1
US,-5,en,GPU_9A,3,60,1
UG,3,en,GPU_3A,1,57,0
CA,-4,en,GPU_3A,1,16,1
VN,7,vi,GPU_3A,5,53,1
US,-4,en,GPU_5A,0,102,1
PK,5,en,GPU_3A,2,30,0
US,-7,en,GPU_3A,8,67,1
IN,5,en,GPU_4A,1,109,1
TR,3,tr,GPU_3A,1,42,0
US,-4,pl,GPU_3A,1,27,1
VN,7,en,GPU_3B,5,17,1
TR,3,en,GPU_8A,1,243,1
US,-8,en,GPU_4A,0,30,1
ES,2,es,GPU_3A,46,87,1
CH,1,en,GPU_3A,2,88,1
MA,0,fr,GPU_1,0,14,0
MX,-6,es,GPU_1,1,15,0
IN,5,en,GPU_3A,1,240,0
VN,7,vi,GPU_3A,6,86,1
HN,-5,es,GPU_3A,0,33,1
VN,7,vi,GPU_3A,1,32,1
BR,-3,en,GPU_2,0,8,1
US,-7,en,GPU_3A,1,33,1
US,-4,en,GPU_3A,1,23,0
IT,2,it,GPU_3A,0,34,1
MV,5,en,GPU_3A,2,69,1
FR,2,fr,GPU_3A,0,39,1
US,-7,en,GPU_3A,2,89,1
CA,-7,en,GPU_3A,1,36,0
VN,7,vi,GPU_1,3,38,0
PS,3,en,GPU_3A,2,26,0
KW,3,en,GPU_4A,1,101,0
ES,2,es,GPU_4A,1,82,1
PH,8,en,GPU_3A,0,42,0
CO,-5,es,GPU_3A,1,300,1
BR,-3,pt,GPU_3A,0,11,0
AD,2,en,GPU_3A,45,70,1
BR,-3,en,GPU_3A,3,130,0
IN,5,en,GPU_3A,1,84,1
VN,7,vi,GPU_1,1,22,1
US,-5,en,GPU_3A,2,129,1
PK,-4,en,GPU_3A,1,137,1
MD,2,ru,GPU_4A,0,71,1
VN,7,vi,GPU_3A,3,32,0
CZ,2,cs,GPU_3A,4,42,1
BA,1,en,GPU_3A,0,98,1
KR,9,ko,GPU_5A,0,31,1
GT,-6,es,GPU_3A,0,166,1
IT,1,it,GPU_3A,1,8,1
US,7,vi,GPU_5P,0,44,1
RU,3,ru,GPU_3A,0,27,0
IT,2,it,GPU_3A,3,32,0
VN,7,vi,CPU_1,15,10,1
US,-7,en,GPU_9A,0,46,1
IN,5,en,GPU_4A,7,37,1
IL,3,en,GPU_4A,1,31,1
VN,7,en,GPU_3A,6,89,1
US,2,en,GPU_4A,0,24,0
US,0,en,GPU_4A,0,62,1
SA,3,ar,GPU_3A,2,46,0
MY,8,en,GPU_3A,0,7,1
IN,5,en,GPU_3A,2,76,0
IT,1,it,GPU_5P,0,10,1
FR,1,fr,GPU_3A,1,27,1
GB,1,en,GPU_3A,1,26,0
VN,7,vi,CPU_1,0,9,0
GB,0,en,GPU_1,3,10,0
SA,3,en,GPU_3A,1,51,0
CA,5,en,GPU_3A,4,28,1
US,-7,en,GPU_5P,2,81,1
VN,7,en,GPU_3A,0,24,0
GR,2,el,GPU_3A,1,53,1
VN,7,vi,GPU_9A,0,16,0
VN,7,en,CPU_1,0,31,1
US,-6,en,GPU_9A,1,66,1
VN,7,en,GPU_4A,0,121,1
FR,2,fr,GPU_9A,0,57,1
BR,-3,pt,GPU_3A,1,8,1
US,-8,en,GPU_5P,0,14,1
AE,4,en,GPU_4A,0,19,1
US,-4,en,GPU_4P,8,312,1
BE,1,en,GPU_6,1,15,0
CA,-7,en,GPU_3A,13,165,1
AE,4,en,GPU_8A,1,19,1
PA,-5,es,GPU_3B,0,24,0
BE,1,fr,GPU_1,3,20,0
IN,5,en,GPU_8A,0,48,1
AT,1,de,GPU_1,1,19,1
IN,5,en,GPU_3A,0,27,0
DE,1,de,GPU_5P,0,180,1
GB,1,en,GPU_3A,0,52,1
IN,4,en,GPU_3A,1,29,0
TW,8,zh,GPU_7A,6,25,1
VN,7,vi,CPU_1,1,81,1
DE,2,de,GPU_9A,1,43,0
GT,-6,en,GPU_3A,0,208,1
IN,5,en,GPU_3A,1,7,0
US,-4,en,GPU_4P,1,48,1
US,-5,en,GPU_3A,6,10,1
IT,2,it,GPU_3A,1,36,1
JO,3,en,GPU_3A,0,224,1
AE,4,en,GPU_3A,10,68,1
FR,2,en,GPU_3A,6,27,1
AU,10,en,GPU_4P,0,48,1
US,-6,en,GPU_3A,21,57,1
UY,-3,en,GPU_3A,0,64,1
CA,-4,pt,GPU_4A,0,53,1
BR,-4,pt,GPU_3A,0,60,0
VN,7,en,CPU_1,1,30,1
IN,5,en,GPU_1,0,13,0
CA,-6,en,GPU_3A,2,45,1
US,0,en,GPU_1,3,4,0
IT,1,it,GPU_3A,1,30,0
VN,7,en,GPU_3A,1,61,0
IN,5,en,GPU_3A,2,50,0
US,-7,en,GPU_4P,2,48,1
TT,-4,en,CPU_1,4,71,1
TW,8,en,GPU_3A,0,63,0
US,-4,en,GPU_5P,11,68,1
GB,1,en,GPU_3A,16,121,1
ES,2,es,GPU_3A,28,48,1
IN,5,en,GPU_3A,1,11,0
CA,-4,en,CPU_1,2,32,0
EG,-7,en,GPU_3A,1,37,0
VN,-7,vi,GPU_3A,1,25,0
VN,7,vi,GPU_3A,1,46,0
GB,1,en,CPU_1,2,28,0
VN,7,en,GPU_3A,0,11,1
AU,10,en,GPU_4A,0,16,1
AU,11,en,GPU_8A,0,13,1
IL,3,he,GPU_5P,0,48,1
IL,3,en,GPU_4P,0,44,0
VN,7,en,GPU_1,3,26,1
VN,7,vi,GPU_4A,1,61,0
DK,2,en,GPU_3A,0,14,1
AE,4,en,GPU_4A,1,54,1
VN,7,en,GPU_8A,5,124,1
HK,7,en,GPU_1,2,40,1
ES,2,en,GPU_3A,0,324,1
PK,5,en,GPU_3A,1,26,0
SE,-7,en,GPU_6,0,2,1
BG,3,en,GPU_5P,3,53,1
AG,-4,en,GPU_3A,0,16,1
CA,-5,en,GPU_3A,1,125,1
PH,8,tl,GPU_3A,1,100,1
VN,7,vi,GPU_3A,13,65,1
SG,7,en,GPU_4P,9,124,1
GR,2,el,GPU_3A,0,24,0
US,-5,en,GPU_5P,0,45,0
VN,7,vi,GPU_4A,0,46,1
GB,2,pl,GPU_9A,1,115,1
VN,7,vi,GPU_5A,0,133,0
NL,1,en,GPU_6,7,24,1
VN,7,vi,GPU_3A,7,87,1
CH,2,it,GPU_3A,2,61,1
US,-10,en,GPU_3A,2,21,1
MY,8,en,GPU_7A,1,35,1
US,-5,en,GPU_5P,4,90,1
BR,-3,pt,GPU_3A,0,38,0
VN,7,vi,GPU_3A,2,133,0
RU,3,ru,GPU_3A,6,75,1
NG,1,en,CPU_1,3,28,0
KR,9,ko,GPU_7A,0,6,1
IN,5,en,GPU_3A,2,112,1
VN,7,en,GPU_1,2,62,1
AE,4,en,GPU_8A,0,9,1
QA,3,en,GPU_4A,1,68,1
ID,7,en,GPU_1,1,66,0
VN,7,vi,GPU_3A,1,58,1
VN,7,vi,GPU_3A,2,60,1
US,-4,en,GPU_3A,1,90,1
ZA,2,en,GPU_3A,1,42,1
MY,8,en,GPU_3A,0,103,0
VN,7,en,GPU_3A,0,17,1
VN,7,en,GPU_3A,3,13,1
US,-4,en,GPU_3A,1,69,0
ID,8,en,GPU_3A,1,30,0
VN,7,vi,GPU_3B,0,49,1
IN,5,en,GPU_3A,0,27,1
VN,7,vi,GPU_3A,0,9,0
KR,9,ko,GPU_8A,1,291,1
GR,3,el,GPU_3A,0,62,0
DZ,1,en,GPU_1,0,6,0
TW,8,zh,GPU_5,0,10,0
CN,8,zh,GPU_3A,1,29,1
PL,2,pl,GPU_3A,1,23,1
BE,1,fr,GPU_3A,2,33,1
US,-8,en,GPU_3A,6,47,1
LK,5,en,GPU_3A,1,36,1
VN,7,vi,GPU_3A,1,33,0
CN,8,zh,GPU_6,2,28,1
VN,7,vi,CPU_1,2,28,1
NG,1,en,GPU_5P,0,42,0
DE,2,de,GPU_3A,1,71,1
AE,4,en,GPU_3A,1,7,0
IN,5,en,GPU_5A,1,18,1
VN,7,en,GPU_3A,1,17,1
GR,2,en,GPU_3A,1,12,0
US,-8,en,CPU_1,0,29,0
SG,8,en,CPU_1,1,15,1
VN,7,vi,CPU_1,1,104,1
DE,2,de,GPU_3A,0,32,1
ZA,2,en,GPU_3A,0,29,0
MX,-5,es,GPU_5A,14,21,1
JO,3,en,GPU_5P,0,98,1
FR,2,en,GPU_9A,3,44,1
HR,1,en,GPU_7A,1,56,1
GB,1,en,GPU_4A,3,67,1
TR,3,en,GPU_7A,2,21,1
IR,4,en,GPU_9A,2,51,1
JO,3,en,GPU_3A,3,105,1
VN,7,vi,GPU_3A,0,27,1
VN,7,en,GPU_8A,1,97,1
VN,7,vi,GPU_1,0,4,0
US,-4,en,GPU_4A,1,10,1
AT,0,en,GPU_3A,1,3,1
TR,3,ru,GPU_5P,3,41,1
LU,2,en,GPU_3A,2,28,1
AU,7,vi,GPU_3A,0,50,0
VN,7,vi,GPU_3A,1,58,1
US,-7,en,GPU_3A,0,133,0
AU,10,en,GPU_6,1,3,1
FR,1,en,GPU_5P,0,54,1
VN,7,vi,CPU_1,22,20,1
VN,7,vi,GPU_3A,0,98,1
US,-8,en,GPU_3A,1,35,1
US,-5,en,GPU_5A,2,11,1
IT,1,it,GPU_4A,0,51,1
US,-6,en,GPU_4A,0,18,1
DE,1,de,GPU_3A,0,81,1
IN,5,en,GPU_3A,1,24,0
BR,-3,pt,GPU_3A,1,18,1
IN,5,en,CPU_1,114,66,1
FR,2,en,GPU_3A,2,131,1
AU,10,en,GPU_3A,2,74,1
VN,7,vi,CPU_1,5,53,0
RU,3,ru,GPU_3A,1,86,0
US,-7,en,GPU_4A,1,267,1
KR,9,ko,GPU_4A,7,53,1
HU,1,en,GPU_3A,0,65,1
BR,-3,pt,GPU_3A,1,123,1
IN,5,en,GPU_1,1,27,1
AR,-3,es,GPU_1,3,35,0
PH,8,en,GPU_3A,2,77,1
VN,7,en,GPU_1,2,0,0
IT,2,it,GPU_3A,0,49,0
PL,1,pl,GPU_3A,0,8,1
BD,6,en,GPU_3A,0,32,0
IN,5,en,GPU_3A,0,30,1
PT,0,pt,GPU_3A,1,29,0
TH,7,en,GPU_1,0,27,0
TR,3,ru,GPU_3A,1,160,0
JO,4,en,GPU_3A,0,10,0
US,-5,en,CPU_1,1,38,1
VN,7,vi,GPU_3A,2,93,0
VN,7,vi,CPU_1,0,13,1
US,-5,en,GPU_9A,2,45,1
ES,2,es,GPU_3A,53,17,1
VN,7,en,GPU_4A,0,435,1
VN,7,en,GPU_3A,0,17,1
IN,5,en,CPU_1,0,10,1
PE,-5,es,GPU_5A,1,23,0
CH,2,de,GPU_3A,1,173,1
GB,1,en,GPU_4P,1,34,0
IN,5,en,GPU_3A,1,114,0
DE,2,en,GPU_5P,2,49,1
US,-5,en,GPU_3A,2,26,0
AU,11,en,GPU_8A,1,15,1
VN,7,vi,GPU_3A,2,14,1
VN,7,vi,CPU_1,0,9,0
IN,5,en,GPU_3A,2,66,1
DE,1,en,GPU_3A,1,71,1
VN,7,fr,GPU_4A,0,30,0
RS,1,en,GPU_3A,0,111,1
VN,7,en,GPU_5,2,13,1
VN,7,en,GPU_3A,0,40,1
AU,10,en,GPU_3A,1,10,1
PL,1,pl,GPU_3A,0,3,1
US,-4,en,GPU_5A,1,287,1
AU,11,en,GPU_3A,8,40,1
LC,-5,en,GPU_3A,0,55,1
US,-5,en,GPU_5A,1,17,1
CA,-4,en,GPU_4A,2,124,1
VN,7,vi,GPU_3A,0,34,1
ES,1,es,GPU_5P,6,317,1
AE,4,en,GPU_3A,1,53,1
NO,2,nb,GPU_4A,1,10,0
SG,8,en,GPU_3A,0,178,1
US,-5,en,GPU_4A,0,10,1
NL,2,nl,CPU_1,4,10,1
US,-4,en,CPU_1,0,35,1
BR,-3,pt,GPU_8A,0,148,1
RU,3,ru,GPU_3A,0,7,0
VN,7,vi,GPU_3A,1,52,0
VN,7,vi,CPU_1,1,27,1
IT,1,it,GPU_3A,16,31,1
VN,7,vi,GPU_3A,0,9,1
TT,-8,en,GPU_3A,0,9,1
KR,9,ko,CPU_1,2,0,0
BG,2,en,CPU_1,85,12,1
VN,7,vi,GPU_3A,1,85,1
NC,11,fr,GPU_3A,1,150,1
VN,7,en,GPU_3A,2,12,0
VN,7,en,GPU_3A,0,133,1
TR,3,tr,GPU_1,1,0,0
KE,3,en,GPU_3A,0,31,0
VN,7,vi,GPU_3A,2,80,1
IN,5,en,GPU_3A,0,87,1
GH,0,en,GPU_5A,0,25,0
IN,5,en,GPU_3A,1,54,0
IN,5,en,GPU_3A,10,277,1
US,-4,en,GPU_4A,0,164,1
US,-5,en,GPU_3A,2,5,1
US,-4,en,GPU_3A,2,342,1
EG,2,en,GPU_5P,1,42,0
DE,2,de,GPU_3A,1,110,0
KR,9,en,GPU_5A,0,24,1
VN,7,vi,GPU_3A,2,350,0
KR,9,ko,GPU_9A,5,48,1
VN,7,en,GPU_1,0,25,1
PT,1,pt,GPU_5A,0,16,1
NG,1,en,GPU_9A,0,94,1
GB,1,en,GPU_7A,0,39,1
US,-7,en,GPU_9A,3,93,1
CH,2,en,GPU_3A,0,24,0
VN,7,vi,CPU_1,0,39,0
IT,2,en,GPU_3A,0,13,1
CH,1,it,GPU_3A,2,12,1
SI,2,sl,GPU_3A,2,14,0
US,-7,en,GPU_3A,20,102,1
VN,7,en,GPU_3A,0,18,1
US,-6,en,GPU_3A,0,150,1
US,-4,en,GPU_8A,1,13,1
HU,1,hu,GPU_4A,0,40,1
US,-8,en,GPU_8A,2,69,1
PT,1,en,GPU_3A,1,40,0
DE,1,de,GPU_3A,1,73,0
AU,10,zh,GPU_3A,85,77,1
DZ,1,fr,GPU_3A,0,33,0
RU,5,ru,GPU_3A,2,18,0
FR,2,fr,GPU_7A,1,12,1
VN,-7,vi,CPU_1,0,28,1
NO,1,nb,GPU_5P,0,46,1
DK,2,da,GPU_8A,1,29,1
US,-7,en,GPU_5A,0,15,1
VN,7,vi,CPU_1,6,1,0
NO,1,en,GPU_5P,1,56,1
US,-4,en,GPU_5A,1,12,1
ES,2,en,GPU_4A,8,42,1
VN,7,vi,GPU_3A,0,16,0
BR,-3,pt,GPU_3A,0,57,0
DE,2,de,GPU_4A,0,39,1
ZA,2,en,GPU_5P,10,74,1
GB,1,en,GPU_3A,3,155,1
DE,1,de,GPU_3A,0,6,0
US,-6,en,GPU_4A,0,28,1
CA,-4,en,GPU_3A,1,44,1
US,-8,en,GPU_5P,0,147,1
VN,7,vi,GPU_3A,0,31,1
IN,5,en,CPU_1,1,41,0
US,-4,en,GPU_3A,0,133,1
AL,1,en,GPU_3A,0,77,1
BR,-3,pt,GPU_8A,1,49,1
NL,2,nl,GPU_3A,0,26,0
VN,7,vi,GPU_3A,5,43,1
DE,1,de,GPU_4A,1,32,1
US,-4,en,GPU_4A,5,29,1
TN,1,en,GPU_1,3,2,0
FR,2,fr,GPU_6,0,38,1
LK,5,en,GPU_3A,1,58,0
US,-5,en,GPU_3A,2,43,1
IN,5,en,GPU_8A,0,221,1
LU,2,en,GPU_3A,1,50,0
IT,1,it,GPU_3A,0,63,1
US,-7,en,GPU_3A,2,48,1
US,-5,en,GPU_8A,0,35,0
GB,1,en,GPU_3A,1,72,1
HU,2,hu,GPU_3A,1,46,1
IT,2,it,GPU_3A,1,43,0
RU,5,en,GPU_4A,1,27,0
SG,9,ko,GPU_3A,2,51,1
RU,3,ru,CPU_1,3,8,0
CL,-4,es,GPU_9A,0,263,1
VN,7,en,GPU_3A,4,93,1
VN,7,vi,CPU_1,1,57,0
IN,5,en,GPU_3A,1,12,1
FR,2,fr,GPU_3A,0,30,1
VN,7,vi,CPU_1,41,15,1
VN,7,en,GPU_3A,5,87,1
DE,2,de,GPU_6,0,48,1
US,-3,en,GPU_3A,1,48,1
VN,7,vi,GPU_3A,0,31,0
DE,1,en,GPU_3A,1,75,0
RU,3,ru,GPU_3A,0,19,1
US,-4,en,GPU_9A,11,200,1
DE,2,de,GPU_3A,1,24,1
VN,7,en,GPU_3A,2,30,1
RU,3,en,GPU_1,5,70,1
LT,3,lt,CPU_1,1,68,1
VN,7,vi,GPU_3A,1,10,0
IN,5,en,GPU_3A,0,4,1
KW,0,en,GPU_3A,7,49,1
BE,2,nl,GPU_3A,0,53,1
AX,7,en,GPU_3A,1,29,0
UA,3,ru,GPU_3A,0,81,1
PK,5,en,GPU_4P,1,42,0
DE,1,de,GPU_3A,1,55,1
US,-5,en,GPU_8A,0,45,1
US,-4,en,GPU_3A,21,84,1
MC,1,fr,GPU_3A,1,60,0
VN,7,vi,GPU_3A,0,23,1
SK,2,en,GPU_3A,0,118,1
KR,9,ko,GPU_5A,8,12,1
CA,-7,en,GPU_8A,10,21,1
CO,-5,es,GPU_3A,2,44,1
VN,7,en,CPU_1,4,10,1
PL,2,en,GPU_3A,1,24,0
DE,1,de,GPU_3A,1,40,1
US,4,ru,GPU_3A,2,104,0
US,-7,en,GPU_7A,0,5,1
US,-6,en,GPU_3A,5,32,0
VN,7,en,GPU_1,11,62,1
VN,7,en,CPU_1,1,29,1
UA,3,ru,GPU_4A,2,35,1
AE,4,en,GPU_4A,0,10,0
FR,2,fr,GPU_3A,0,27,1
VN,7,vi,CPU_1,19,64,1
VN,7,vi,GPU_3A,1,25,0
HU,2,en,GPU_3A,0,29,0
PL,2,en,GPU_3A,0,10,1
VN,7,vi,GPU_3A,1,37,1
SE,2,en,GPU_5P,1,46,1
DE,2,en,GPU_3A,0,10,0
IN,5,en,GPU_3A,2,243,1
GE,4,en,GPU_3A,0,29,0
VN,7,en,GPU_3A,3,14,1
DE,1,en,GPU_6,1,9,1
UZ,3,ru,GPU_3A,1,114,0
DE,1,en,GPU_3A,2,42,0
VN,7,en,GPU_3A,1,244,1
VN,7,en,CPU_1,1,25,0
CZ,2,cs,GPU_5P,0,31,1
CI,0,fr,GPU_4A,1,42,0
GB,0,en,GPU_4A,2,58,1
AL,-6,en,GPU_5P,2,106,1
US,-8,en,GPU_3A,2,32,1
VN,7,en,CPU_1,1,60,1
MX,-5,es,GPU_3A,0,102,1
US,-7,en,GPU_8A,0,62,1
VN,7,en,GPU_3A,0,133,0
CA,-4,en,GPU_4A,1,76,0
IN,5,en,GPU_3A,1,90,1
TD,1,en,GPU_3A,0,133,0
US,-5,en,GPU_4A,12,34,1
VN,7,en,CPU_1,6,37,1
IT,2,it,CPU_1,12,27,1
BM,3,ru,GPU_8A,8,116,1
JP,9,ja,GPU_3A,7,31,1
CL,7,en,GPU_3A,0,26,0
SE,1,en,GPU_5,0,10,1
AT,1,de,GPU_3A,1,9,0
KR,9,ko,GPU_3A,2,24,0
VN,7,vi,CPU_1,3,78,1
ES,2,es,GPU_3A,2,47,1
DE,1,de,GPU_5P,0,47,1
CO,-5,en,GPU_3A,1,118,1
US,-6,en,CPU_1,5,138,1
IN,5,en,GPU_3A,1,29,1
US,-4,en,GPU_9A,0,124,1
HK,8,en,GPU_3A,3,114,1
TH,7,en,GPU_4A,0,31,0
FR,2,en,GPU_4P,0,41,1
VN,7,en,GPU_3A,1,37,1
GB,0,ro,GPU_5P,2,54,1
IN,5,en,GPU_4A,1,56,0
ES,1,es,CPU_1,2,9,1
US,9,ja,GPU_3A,2,11,0
UA,2,ru,GPU_3A,13,35,1
CH,1,fr,GPU_3A,41,83,1
GB,0,en,GPU_9A,8,81,1
VN,7,vi,GPU_3A,1,45,0
IN,5,en,GPU_3A,1,22,0
BE,2,en,GPU_3A,0,115,1
DE,2,de,GPU_3A,0,22,1
BR,-3,en,GPU_3A,4,106,1
GR,3,en,GPU_3A,1,44,1
CZ,1,cs,GPU_1,0,93,1
MX,-7,es,GPU_4A,11,123,1
KZ,6,ru,CPU_1,1,6,0
VN,7,vi,GPU_3A,0,13,0
PE,-5,en,GPU_3A,2,11,1
VN,7,en,GPU_3A,0,87,1
IN,5,en,GPU_3A,1,43,1
TR,3,en,GPU_3A,1,56,0
